,duration,actor_2_name,genres,actor_1_name,actor_3_name,plot_keywords,budget,success_label,director_name,movie_title
2504,129.0,Valente Rodriguez,Biography|Drama|Sport,Morgan Saylor,Diana Maria Riva,coach|high school|place name in title|school|student,17000000.0,1,Niki Caro,"McFarland, USA "
2899,111.0,Matt Smith,Drama|Romance|Sci-Fi,Eva Green,Hannah Murray,clone|love|male nudity|medical ethics|virginity,3660000.0,0,Benedek Fliegauf,Womb 
2349,153.0,Michael Lieber,Biography|Drama|History,Mani Bharathi,Kevin McGowan,ramanujan,,1,Gnana Rajasekaran,Ramanujan 
4662,114.0,Todd Field,Drama|Romance,Allison Dean,Dorothy Lyman,desire|florida|identity|resort town|sales,800000.0,1,Victor Nunez,Ruby in Paradise 
206,,Toby Jones,Fantasy,Rupert Grint,Alfred Enoch,,,0,Matt Birch,Harry Potter and the Deathly Hallows: Part I 
4011,91.0,Geoff Stults,Action|Comedy|Romance,Jordana Brewster,Scoot McNairy,1959 cadillac|diamonds|female villain|force field|voyeurism,3500000.0,0,Angela Robinson,D.E.B.S. 
2333,122.0,Angelina Jolie Pitt,Drama|Romance,Brad Pitt,Melvil Poupaud,cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity,10000000.0,0,Angelina Jolie Pitt,By the Sea 
3338,122.0,Brooke Smith,Drama,Jacinda Barrett,Tabu,bengali|india|reference to gogol|train|train crash,,1,Mira Nair,The Namesake 
3117,104.0,Brad Pitt,Comedy|Crime,Jason Statham,Jason Flemyng,boxer|boxing|diamond|fight|gypsy,6000000.0,1,Guy Ritchie,Snatch 
3677,97.0,François Berléand,Drama|Music,Jean-Baptiste Maunier,Gérard Jugnot,boarding school|boy|choir|school|teacher,5500000.0,1,Christophe Barratier,The Chorus 
3522,107.0,Isabelle Nanty,Comedy|Fantasy|Sci-Fi,Christian Clavier,Valérie Lemercier,distant past|future time travel|nobleman|squire|trapped in the past,50000000.0,1,Jean-Marie Poiré,Les visiteurs 
3804,87.0,Callum Blue,Comedy|Drama|Fantasy,Henry Ian Cusick,Shenae Grimes-Beech,african american policeman|police|policeman|policewoman|vomiting,5000000.0,0,Stephen Herek,Dead Like Me: Life After Death 
2385,90.0,Chloë Grace Moretz,Drama|Horror|Mystery|Thriller,Jimmy Bennett,Ryan Reynolds,ghost|haunted house|murder|nightmare|priest,19000000.0,0,Andrew Douglas,The Amityville Horror 
178,117.0,Penelope Wilton,Adventure|Family|Fantasy,Mark Rylance,Rafe Spall,cannibal|evil brother|giant|london england|queen,140000000.0,1,Steven Spielberg,The BFG 
2888,91.0,Alison Lohman,Horror|Thriller,Djimon Hounsou,Dougray Scott,evil|injury|possession|priest|vatican,8495000.0,0,Mark Neveldine,The Vatican Tapes 
4974,86.0,Meredith Scott Lynn,Comedy|Romance,Jack McGee,Tim DeZarn,female frontal nudity|female rear nudity|title directed by female|virgin|written and directed by cast member,,0,Julie Davis,"I Love You, Don't Touch Me! "
3799,103.0,Jacqueline Bisset,Mystery|Romance|Thriller,Adam Garcia,Alice Evans,death|love|marriage|secret|suspicion,5000000.0,0,Klaus Menzel,Fascination 
1849,109.0,Ty Burrell,Comedy|Drama|Romance,Scarlett Johansson,Dennis Quaid,company|corporate takeover|executive|magazine|new boss,26000000.0,0,Paul Weitz,In Good Company 
306,121.0,Mark Margolis,Action|Fantasy|Horror|Mystery,CCH Pounder,Udo Kier,atheist|ex cop|female masturbation|female nudity|lucifer,83000000.0,0,Peter Hyams,End of Days 
4138,95.0,Shantel VanSanten,Drama|Horror|Mystery|Thriller,Julian Morris,John Robinson,eugene oregon|independent film|obsession,3000000.0,0,Darin Scott,Something Wicked 
3284,123.0,Jada Pinkett Smith,Action|Crime|Drama|Romance|Thriller,Vivica A. Fox,Blair Underwood,bank|black comedy|main characters killed off|money|robbery,9000000.0,1,F. Gary Gray,Set It Off 
1348,146.0,Vincent Pastore,Biography|Drama|Sport,Denzel Washington,Deborah Kara Unger,african american|book|boxer|boxing|murder,38000000.0,1,Norman Jewison,The Hurricane 
3746,110.0,Daniel Stern,Comedy|Drama,Steve Guttenberg,Ellen Barkin,baltimore colts|diner|marriage|salesman|wedding,5000000.0,1,Barry Levinson,Diner 
3092,117.0,Harold Ramis,Action|Comedy|War,Bill Murray,Judge Reinhold,army|boot camp|breasts|graduation|rescue,10000000.0,1,Ivan Reitman,Stripes 
473,83.0,Charles Napier,Adventure|Animation|Family|Western,Matt Damon,Zahn McClarnon,cavalry|escape|herd|stallion|wild stallion,80000000.0,1,Kelly Asbury,Spirit: Stallion of the Cimarron 
1809,118.0,Jeremy Jordan,Comedy|Music,Dolly Parton,Jesse L. Martin,bare chested male|chips|two word title,25000000.0,0,Todd Graff,Joyful Noise 
65,144.0,Michael Fassbender,Action|Adventure|Sci-Fi,Jennifer Lawrence,Tye Sheridan,mutant|superhero|superhero team|x men|year 1983,178000000.0,1,Bryan Singer,X-Men: Apocalypse 
3565,141.0,Juliane Köhler,Biography|Drama,Merab Ninidze,Matthias Habich,breasts|farm|jew|kenya|tween girl,7000000.0,1,Caroline Link,Nowhere in Africa 
3355,178.0,Eric Stoltz,Crime|Drama,Bruce Willis,Phil LaMarr,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,8000000.0,1,Quentin Tarantino,Pulp Fiction 
2454,150.0,Brian Blessed,Drama,Julie Christie,Richard Briers,classic literature|denmark|funeral|madness|prince,18000000.0,1,Kenneth Branagh,Hamlet 
4998,90.0,Christa Miller,Comedy|Romance,Derick Martini,Ion Overman,accountant|actor|animal in title|mail carrier|single parent,40000.0,1,Kevin Jordan,Smiling Fish & Goat on Fire 
4787,52.0,Jack Canfield,Documentary,Bob Proctor,Eric Worre,business|entrepreneur|network marketing,450000.0,1,Joe Kenemore,Rise of the Entrepreneur: The Search for a Better Way 
2222,111.0,Saffron Burrows,Crime|Drama|Romance|Thriller,Jason Statham,Daniel Mays,chase|heist|london england|mobster|safe deposit,20000000.0,1,Roger Donaldson,The Bank Job 
1828,101.0,Clifton Collins Jr.,Crime|Horror|Mystery|Thriller,LL Cool J,Eion Bailey,fbi|group|island|serial killer|training,27000000.0,0,Renny Harlin,Mindhunters 
353,82.0,John Ratzenberger,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Wayne Knight,collector|dog|friend|rescue|toy,90000000.0,1,John Lasseter,Toy Story 2 
2791,96.0,Linda Cardellini,Comedy,Alyson Hannigan,Poppy Montgomery,college|college roommate|party|roommate|student,14000000.0,0,Alan Cohn,Dead Man on Campus 
3847,43.0,Indiana Evans,Crime|Drama,Dan Fogler,KaDee Strickland,,,1,,Secrets and Lies             
627,116.0,Indira Varma,Crime|Mystery|Thriller,Charlotte Rampling,Neil Maskell,drugs|murder|psychiatrist|scotland yard|sex,70000000.0,0,Michael Caton-Jones,Basic Instinct 2 
1746,94.0,Jason Lewis,Drama|Mystery|Sci-Fi|Thriller,Jennifer Jason Leigh,Angel Coulby,gulf war veteran|morgue|shot in the head|vermont|veteran,29000000.0,1,John Maybury,The Jacket 
3528,103.0,Casey Affleck,Adventure|Drama|Mystery,Matt Damon,,desert|friend|friendship|minimal dialogue|water,3500000.0,0,Gus Van Sant,Gerry 
2085,110.0,Kyra Sedgwick,Comedy|Family|Sport,Dwayne Johnson,Madison Pettis,family relationships|football movie|publicist|sports team|tween girl,22000000.0,0,Andy Fickman,The Game Plan 
2093,133.0,Kevin Grevioux,Action|Fantasy|Thriller,Sophia Myles,Shane Brolly,blood|death|hybrid|vampire|werewolf,22000000.0,1,Len Wiseman,Underworld 
3691,94.0,Richard Coyle,Comedy|Horror|Sci-Fi|Thriller,Russell Tovey,Bronagh Gallagher,bathtub|eaten alive|ferry boat|lobster trap|sprinkler system,4000000.0,0,Jon Wright,Grabbers 
1720,103.0,Toby Leonard Moore,Action|Drama|Fantasy,Dong-gun Jang,Nicholas Tse,armor|general|king|princess|slave,60000000.0,0,Kaige Chen,The Promise 
314,101.0,Rufus Sewell,Action|Adventure,Dwayne Johnson,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary,100000000.0,0,Brett Ratner,Hercules 
3025,109.0,Zoey Deutch,Comedy,Robert De Niro,Jason Mantzoukas,female removes her clothes|fondling|voyeur|voyeurism|white panties,11500000.0,0,Dan Mazer,Dirty Grandpa 
3579,55.0,Fortunato Cerlino,Crime|Drama|Thriller,Maria Pia Calzone,Marco D'Amore,,,1,,Gomorrah             
2717,92.0,Michael McKean,Comedy|Romance,Larry David,Conleth Hill,atheist|limp|quantum mechanics|religion|runaway,15000000.0,1,Woody Allen,Whatever Works 
3764,90.0,Joel David Moore,Comedy,Linda Cardellini,Shirley Jones,co worker|game tester|loss of virginity|roommate|snack,,1,Nicholaus Goossen,Grandma's Boy 
1818,30.0,Art Carney,Comedy|Family,Jackie Gleason,Joyce Randolph,1950s|bus driver|money scheme|poverty|sewer,,1,,The Honeymooners             
2126,116.0,Sam Shepard,Crime|Drama|Thriller,Christian Bale,Dendrie Taylor,ambiguous ending|brother brother relationship|drug dealer|fight club|revenge,22000000.0,1,Scott Cooper,Out of the Furnace 
1595,92.0,Stephen Root,Comedy|Sport,Gary Cole,Joel David Moore,dodgeball|gym|las vegas|pirate|ups,20000000.0,1,Rawson Marshall Thurber,Dodgeball: A True Underdog Story 
893,123.0,Rosario Dawson,Drama|Romance,Will Smith,Madison Pettis,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,55000000.0,1,Gabriele Muccino,Seven Pounds 
3615,104.0,Curtiss Cook,Comedy|Drama,Ezra Miller,Dominik García-Lorido,anger|family reunion|father son reunion|hugging|movie making,6000000.0,1,Raymond De Felitta,City Island 
677,143.0,Adrian Lester,Comedy|Drama,Maura Tierney,Paul Guilfoyle,campaigning|candidate|election|governor|president,65000000.0,1,Mike Nichols,Primary Colors 
1262,102.0,Burt Young,Comedy|Crime|Romance,Jeanne Tripplehorn,Vincent Pastore,auctioneer|fbi|mafia|mobster|painting,40000000.0,0,Kelly Makin,Mickey Blue Eyes 
4679,95.0,Ben Crompton,Crime|Horror|Thriller,MyAnna Buring,Neil Maskell,female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper,500000.0,0,Ben Wheatley,Kill List 
1673,139.0,Josh Hopkins,Biography|Drama|Music,Tika Sumpter,Aunjanue Ellis,1970s|1980s|african american|breaking the fourth wall|mother son relationship,30000000.0,1,Tate Taylor,Get on Up 
493,114.0,Viggo Mortensen,Action|Adventure|Drama|Thriller,Sylvester Stallone,Amy Brenneman,collapsing tunnel|explosion|new jersey|tunnel|weimaraner,80000000.0,0,Rob Cohen,Daylight 
4750,84.0,Jake Sandvig,Comedy,Monique Gabriela Curnen,Joe McQueen,bruce lee|jeet kune do|karate|satire|spoof,500000.0,0,Justin Lin,Finishing the Game: The Search for a New Bruce Lee 
3794,95.0,Paul Fix,Adventure|Drama|Romance,Judith Anderson,Laraine Day,engineer|ethics|mountain|railroad|south america,3209000.0,0,Richard Wallace,Tycoon 
3064,95.0,Andrew Keegan,Drama|Romance|Thriller,Mekhi Phifer,John Heard,basketball|basketball player|boarding school|love|shakespeare's othello,5000000.0,0,Tim Blake Nelson,O 
4213,101.0,Max Ryan,Drama|Horror|Mystery|Thriller,Marc Blucas,Justine Waddell,bound with duct tape|flash forward|number|riddle|stalking,2400000.0,0,Robby Henson,Thr3e 
3470,110.0,Alex Pettyfer,Comedy|Drama,Channing Tatum,Matthew McConaughey,bank|male nudity|male objectification|male stripper|stripper,7000000.0,0,Steven Soderbergh,Magic Mike 
2473,89.0,Brigitte Nielsen,Action|Adventure|Fantasy,Ernie Reyes Jr.,Sandahl Bergman,cult film|psychotronic|sword and sorcery|talisman|warrior,17900000.0,0,Richard Fleischer,Red Sonja 
4105,120.0,Ji-tae Yu,Drama|Mystery|Thriller,Min-sik Choi,Hye-jeong Kang,brother sister relationship|hypnosis|imprisonment|love|revenge,3000000.0,1,Chan-wook Park,Oldboy 
3751,90.0,John Amos,Action|Adventure|Fantasy,Vanna Bonta,Rip Torn,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,8000000.0,0,Don Coscarelli,The Beastmaster 
2618,100.0,Megan Charpentier,Fantasy|Horror,Javier Botet,Isabelle Nélisse,aunt|children|death of sister|forest|hiding in a closet,20000000.0,0,Andrés Muschietti,Mama 
4605,97.0,Vanilla Ice,Action|Adventure|Comedy|Fantasy|Sci-Fi,Scott Levy,Jennifer Sky,cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent,1000000.0,0,A. Raven Cruz,The Helix... Loaded 
3140,97.0,Donald Faison,Action|Sci-Fi|Thriller,David Zayas,Brittany Daniel,apartment|blue light|drawing|group of friends|light,10000000.0,0,Colin Strause,Skyline 
2395,96.0,Raquel Welch,Comedy|Romance,Linda Cardellini,Alanna Ubach,blonde|harvard|law|law school|sorority,18000000.0,0,Robert Luketic,Legally Blonde 
143,88.0,Dan Fogler,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Elisabeth Harnois,Tom Everett Scott,boy|martian|rescue|robot|sexism,150000000.0,0,Simon Wells,Mars Needs Moms 
4331,96.0,Saffron Burrows,Comedy|Crime|Drama,Noel Gugliemi,Matt Lucas,fire investigator|landlord|suicide|talking to one's self in a mirror|turpentine,2000000.0,0,Jonas Åkerlund,Small Apartments 
4816,88.0,Joe Bishop,Documentary|Sport,Mark Zupan,Andy Cohn,paralympics|quad rugby|rugby|team|wheelchair,1750211.0,1,Henry Alex Rubin,Murderball 
3832,79.0,Isild Le Besco,Drama,Denis Lavant,Emmanuelle Bercot,cabin|girl fight|jealousy|sailing boat|tent,,0,Christophe Ali,Camping sauvage 
999,132.0,Sylvester Stallone,Action|Crime|Thriller,Muse Watson,Kelly Rowan,assassin|floppy disk|modem|rival|russian,50000000.0,0,Richard Donner,Assassins 
4712,90.0,Jason London,Drama,William Smith,Brent David Fraser,independent film|katana sword|los angeles storm drain,600000.0,0,Scott Ziehl,Broken Vessels 
592,117.0,Josh Charles,Action|Adventure|Crime|Thriller,Jeremy Renner,LL Cool J,hostage|police|prison|swat team|training,80000000.0,0,Clark Johnson,S.W.A.T. 
4084,97.0,A. Michael Baldwin,Action|Fantasy|Horror|Sci-Fi|Thriller,Angus Scrimm,James Le Gros,cemetery|female nudity|mortuary|sphere|tall man,3000000.0,0,Don Coscarelli,Phantasm II 
3353,150.0,Paris Hilton,Horror|Musical|Sci-Fi,Alexa PenaVega,Paul Sorvino,future|murder|opera|repossession|surgery,8500000.0,1,Darren Lynn Bousman,Repo! The Genetic Opera 
564,128.0,Abbie Cornish,Action|Fantasy,Jon Hamm,Scott Glenn,alternate reality|escape|girl gang|prostitution|samurai,82000000.0,0,Zack Snyder,Sucker Punch 
3036,81.0,John Enos III,Crime|Thriller,Radha Mitchell,Richard T. Jones,phone booth|publicist|single set production|sniper|sniper rifle,13000000.0,1,Joel Schumacher,Phone Booth 
741,111.0,Mekia Cox,Documentary|Music,Misha Gabriel Hamilton,Judith Hill,2000s|box office hit|comeback|rehearsal|year 2009,60000000.0,1,Kenny Ortega,This Is It 
545,163.0,Moritz Bleibtreu,Drama|History|Thriller,Ayelet Zurer,Mathieu Amalric,arab|black september|israel|jew|munich olympics,70000000.0,1,Steven Spielberg,Munich 
4988,93.0,Jeremy Sande,Crime|Drama|Horror,Richard Tyson,Corlandos Scott,,60000.0,0,Terron R. Parsons,Hayride 
5039,43.0,Valorie Curry,Crime|Drama|Mystery|Thriller,Natalie Zea,Sam Underwood,cult|fbi|hideout|prison escape|serial killer,,1,,The Following             
772,134.0,Morgan Freeman,Biography|Drama|History|Sport,Matt Damon,Leleti Khumalo,apartheid|nation|nelson mandela|president|rugby,60000000.0,1,Clint Eastwood,Invictus 
2175,118.0,Nick Cannon,Comedy|Drama|Music|Romance,Leonard Roberts,Jason Weaver,drumline|drummer|fish out of water|marching band|university,20000000.0,0,Charles Stone III,Drumline 
2738,98.0,Scott Glenn,Comedy|Crime|Drama|Thriller|War,Dean Stockwell,Leon,berlin wall|germany|murder|soldier|specialist,15000000.0,1,Gregor Jordan,Buffalo Soldiers 
1,169.0,Orlando Bloom,Action|Adventure|Fantasy,Johnny Depp,Jack Davenport,goddess|marriage ceremony|marriage proposal|pirate|singapore,300000000.0,1,Gore Verbinski,Pirates of the Caribbean: At World's End 
3891,150.0,María Valverde,Action|Adventure|Drama,Christian Bale,Ben Mendelsohn,egypt|exodus|moses|pharaoh|plague,140000000.0,0,Ridley Scott,Exodus: Gods and Kings 
374,88.0,Rachael Harris,Comedy|Family|Fantasy|Horror|Mystery,Marsha Thomason,Marc John Jefferies,arachnophobia|crystal ball|ghost|haunted house|thunderstorm,90000000.0,0,Rob Minkoff,The Haunted Mansion 
3900,60.0,Dylan Minnette,Drama|Fantasy,Holly Hunter,Bokeem Woodbine,catholic|death row|inmate|oklahoma city|sexual promiscuity,,1,,Saving Grace             
2581,97.0,Annabeth Gish,Action|Crime|Sci-Fi,Charles Napier,Hill Harper,fight|gang|junkyard|military|soldier,16000000.0,0,Kenneth Johnson,Steel 
4802,82.0,David Warbeck,Horror,Catriona MacColl,Al Cliver,doctor|hell|hotel|painter|plumber,400000.0,1,Lucio Fulci,The Beyond 
929,155.0,Morgan Freeman,Action|Adventure|Drama|Romance,Alan Rickman,Michael Wincott,balladeer|crusades|england|king|modern minstrel,48000000.0,1,Kevin Reynolds,Robin Hood: Prince of Thieves 
1986,110.0,Laz Alonso,Action|Drama|Thriller,Alexander Skarsgård,Rhys Coiro,gang rape|panties pulled down|rape|rape victim|sexual humiliation,25000000.0,0,Rod Lurie,Straw Dogs 
4528,150.0,Shazahn Padamsee,Comedy|Drama,Ranbir Kapoor,Gauhar Khan,boss|computer|honesty|sales|salesman,,1,Shimit Amin,Rocket Singh: Salesman of the Year 
4917,89.0,Chase Masterson,Drama|Music|Mystery|Romance|Sci-Fi,John Newton,H.M. Wynant,claim in title|jazz|jazz singer|sexy woman|time manipulation,2500000.0,0,James Kerwin,Yesterday Was a Lie 
4348,108.0,Ahmed Hassan,Documentary|Drama|History|News,Khalid Abdalla,Aida Elkashef,,1500000.0,1,Jehane Noujaim,The Square 
2209,123.0,Holly Hunter,Crime|Drama|Mystery|Thriller,William McNamara,Harry Connick Jr.,agoraphobia|copycat murder|detective|psychologist|serial killer,20000000.0,0,Jon Amiel,Copycat 
3749,91.0,Mary Lynn Rajskub,Comedy|Drama,Clifton Collins Jr.,Paul Dooley,business|crime scene cleanup|private school|school|sister sister relationship,8000000.0,1,Christine Jeffs,Sunshine Cleaning 
3494,105.0,Matthew McGrory,Horror,Sid Haig,Erin Daniels,actor playing multiple roles|axe|dark comedy|masked man|sadism,7000000.0,0,Rob Zombie,House of 1000 Corpses 
1539,98.0,Lauren Ambrose,Comedy,Justin Theroux,Joe Lo Truglio,childbirth|female frontal nudity|nude protest|nudist|skinny dipping,,0,David Wain,Wanderlust 
3160,87.0,Kirsten Dunst,Comedy|Romance,Mila Kunis,Carmen Electra,basketball|dancer|high school|love triangle|shakespeare's a midsummer night's dream,22000000.0,0,Tommy O'Haver,Get Over It 
1440,103.0,Beau Bridges,Action|Crime|Drama|Mystery|Thriller,Mila Kunis,Jamie Hector,corporation|death|ex partner|hallucination|police detective,35000000.0,0,John Moore,Max Payne 
3766,145.0,Woody Strode,Western,Claudia Cardinale,Jack Elam,gang|gun|harmonica|killing|woman in bathtub,5000000.0,1,Sergio Leone,Once Upon a Time in the West 
1384,121.0,Klaus Maria Brandauer,Action|Adventure|Thriller,Bernie Casey,Barbara Carrera,british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead,36000000.0,0,Irvin Kershner,Never Say Never Again 
4079,11.0,Seth Green,Animation|Comedy,Matthew Senreich,Breckin Meyer,celebrity|robot|satire|sketch comedy|stop motion animation,,1,,Robot Chicken             
3005,134.0,Péter Fancsikai,Drama|Romance|War,Marcell Nagy,Bálint Péntek,bus|death|gay slur|hatred|jewish,2500000000.0,1,Lajos Koltai,Fateless 
1878,107.0,Igor Jijikine,Adventure|Fantasy|Mystery|Thriller,Jason Flemyng,Agnia Ditkovskite,cartographer|creature|foreign language adaptation|sword and sorcery|village,26000000.0,0,Oleg Stepchenko,Viy 
928,106.0,Michael Kelly,Romance|Sci-Fi|Thriller,Matt Damon,Jon Stewart,love at first sight|obscene finger gesture|rain|teleportation|three word title,50200000.0,1,George Nolfi,The Adjustment Bureau 
4217,101.0,Sean Pertwee,Comedy|Sci-Fi,Julian Glover,Bianca Brigitte VanDamme,acronym in title|period in title|title ends with period,2500000.0,0,Dominic Burns,Alien Uprising 
4693,88.0,Wesley Jonathan,Drama|Music|Romance,Aimee Garcia,Drew Sidora,brooklyn new york city|los angeles california|teacher|trauma|violence,,0,Emily Dell,B-Girl 
3240,85.0,Tamala Jones,Comedy|Crime|Music,Mike Epps,Glenn Plummer,bigger dreams|concert promoter|hotel maid|pep talk|rap concert,,0,Marcus Raboy,The Janky Promoters 
1814,130.0,Joely Richardson,Drama|History|Thriller,Vanessa Redgrave,Rafe Spall,earl of oxford|play|queen|rebellion|shakespeare play,30000000.0,1,Roland Emmerich,Anonymous 
4142,94.0,Stacy Keach,Action|Adventure|Crime|Drama,Mike Starr,Frank Vincent,detective|killer|police|shootout|thong,3000000.0,0,Brian Caunter,Chicago Overcoat 
4392,,Lamman Rucker,Crime|Drama|Thriller,Essence Atkins,Tempestt Bledsoe,betrayal|family relationships|insecurity|murder|passive aggression,,0,David M. Matthews,N-Secure 
2515,96.0,Elizabeth Blackmore,Horror,Lou Taylor Pucci,Ellen Sandweiss,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,17000000.0,0,Fede Alvarez,Evil Dead 
4846,94.0,Wilhelm von Homburg,Horror,Michael Des Barres,Thom Mathews,cigarette smoking|death|devil|nightmare|satanic cult,,0,Pece Dingo,Midnight Cabaret 
395,106.0,Vin Diesel,Action|Crime|Thriller,Paul Walker,Jordana Brewster,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,38000000.0,1,Rob Cohen,The Fast and the Furious 
3998,96.0,Frank Vincent,Comedy|Drama|Romance,John Mahoney,Michael McGlone,claim in title|infidelity|irish american|love|sex,3500000.0,0,Edward Burns,She's the One 
641,128.0,Simon McBurney,Action|Drama|Thriller,Leonardo DiCaprio,Michael Gaston,cia|jordan|middle east|spy|terrorist,70000000.0,1,Ridley Scott,Body of Lies 
4875,95.0,Lorne Cardinal,Drama,Corbin Bernsen,Kirsten Collins,,250000.0,0,Corbin Bernsen,Rust 
340,172.0,Orlando Bloom,Action|Adventure|Drama|Fantasy,Christopher Lee,Billy Boyd,epic|evil wizard|middle earth|ring|wizard,94000000.0,1,Peter Jackson,The Lord of the Rings: The Two Towers 
2083,97.0,Eric Lloyd,Comedy|Drama|Family|Fantasy,Judge Reinhold,Peter Boyle,1990s|christmas|christmas eve|sleigh|surrealism,22000000.0,0,John Pasquin,The Santa Clause 
4920,94.0,Alex Emanuel,Drama,Sally Kirkland,Elaine Bromka,,200000.0,1,Sharon Greytak,Archaeology of a Woman 
2919,80.0,Megan Mullally,Animation|Comedy|Crime|Drama|Family,Mackenzie Foy,Lambert Wilson,bear|dentist|friendship|mouse|prejudice,9600000.0,1,Stéphane Aubier,Ernest & Celestine 
3405,92.0,Jim Broadbent,Biography|Drama,Colin Firth,Gina McKee,cancer|children|death|terminal cancer|time,8000000.0,1,Anand Tucker,When Did You Last See Your Father? 
2052,119.0,Tchéky Karyo,Action|Comedy|Crime|Drama|Thriller,Will Smith,Theresa Randle,drugs|heroin|murder|police|witness,19000000.0,1,Michael Bay,Bad Boys 
413,139.0,Theo James,Adventure|Mystery|Sci-Fi,Kate Winslet,Mekhi Phifer,army|brother sister relationship|dystopia|father son relationship|narrated by character,85000000.0,1,Neil Burger,Divergent 
3821,148.0,Dwight Yoakam,Drama,Robert Duvall,J.T. Walsh,friend|mental institution|murder|repair shop|small town,890000.0,1,Billy Bob Thornton,Sling Blade 
1719,88.0,Bill Paterson,Biography|Drama|Romance,Emily Watson,Lucy Boynton,book|children|friend|illustrator|letter,30000000.0,1,Chris Noonan,Miss Potter 
718,116.0,Timothy Hutton,Drama|Mystery|Thriller,Daniel von Bargen,Clarence Williams III,army cid|cover up|military|murder|woman in military,95000000.0,0,Simon West,The General's Daughter 
1123,100.0,Treat Williams,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,Kristy Swanson,ghost|new york city|phantom|skull|superhero,45000000.0,0,Simon Wincer,The Phantom 
1903,146.0,Mike Starr,Biography|Crime|Drama,Robert De Niro,Paul Sorvino,betrayal|gangster|mafia|organized crime|robbery,25000000.0,1,Martin Scorsese,Goodfellas 
457,117.0,Jennifer Jason Leigh,Crime|Drama|Thriller,Tom Hanks,Liam Aiken,1930s|blood|gun|on the run|revenge,80000000.0,1,Sam Mendes,Road to Perdition 
2013,134.0,Dan O'Herlihy,Action|Drama|History|War,Rod Steiger,Jack Hawkins,battle|costume drama|final battle|napoleon|napoleon bonaparte,25000000.0,1,Sergey Bondarchuk,Waterloo 
3778,116.0,Ryan O'Neal,Comedy|Crime|Drama|Mystery|Thriller,Kim Dickens,Angela Featherstone,blackmail|client|private detective|private investigator|tycoon,5000000.0,1,Jake Kasdan,Zero Effect 
3809,67.0,Cyndi Lauper,Animation|Family,Chazz Palminteri,Danny Aiello,bare butt|baseball|children|new york yankees|surrealism,10000000.0,1,Barrett Esposito,Henry & Me 
446,116.0,Anthony Hopkins,Action|Comedy|Crime|Thriller,Bruce Willis,Garrick Hagon,cia|cia agent|rescue|russian|team,84000000.0,1,Dean Parisot,RED 2 
3634,107.0,Kari Wuhrer,Action|Adventure|Fantasy|Sci-Fi,Michael Berryman,Marc Singer,beast|beastmaster|psychotronic|sword and sorcery|warrior,6000000.0,0,Sylvio Tabet,Beastmaster 2: Through the Portal of Time 
2984,108.0,Debi Mazar,Comedy|Drama,Michael Imperioli,Gretchen Mol,actress|neighbor|phone sex|queens new york city|sex addiction,12000000.0,0,Spike Lee,Girl 6 
4884,90.0,Robert Davi,Documentary,Esai Morales,Elaine Hendrix,independent film,250000.0,1,Kristin Rizzo,Give Me Shelter 
4632,103.0,Dick Van Patten,Drama|Romance|Sci-Fi,Cliff Robertson,Claire Bloom,disability|experiment|genius|intelligence|mouse,,1,Ralph Nelson,Charly 
3466,175.0,Marlon Brando,Crime|Drama,Al Pacino,Robert Duvall,crime family|mafia|organized crime|patriarch|rise to power,6000000.0,1,Francis Ford Coppola,The Godfather 
1519,109.0,Charlize Theron,Drama|Sci-Fi|Thriller,Johnny Depp,Clea DuVall,astronaut|electrocuted in bathtub|mission|pilot|sister,34000000.0,0,Rand Ravich,The Astronaut's Wife 
3120,130.0,Janeane Garofalo,Adventure|Comedy|Drama|Fantasy,Matt Damon,George Carlin,abortion|abortion clinic|angel|church|clinic,10000000.0,1,Kevin Smith,Dogma 
637,121.0,Wes Studi,Action|Comedy|Fantasy|Sci-Fi,Janeane Garofalo,Eddie Izzard,bowling|rajah|sphinx|spleen|superhero,65000000.0,0,Kinka Usher,Mystery Men 
1213,147.0,Powers Boothe,Crime|Thriller,Rosario Dawson,Jason Douglas,anthology|corruption|hearing characters thoughts|neo noir|night,40000000.0,1,Frank Miller,Sin City 
4344,103.0,Anthony Edwards,Drama|Fantasy,Peter Coyote,Jon Gries,boy|caretaker|dam|evacuation|orphanage,1900000.0,0,Michael Polish,Northfork 
2739,99.0,Vladimir Garin,Drama|Mystery|Thriller,Konstantin Lavronenko,Nataliya Vdovina,boy|photograph|return|russian|wilderness,,1,Andrey Zvyagintsev,The Return 
